0.618429,0.663291,0.663291,0.625104,0.086958,0.049096,0.036617,0.019800,0.645402,0.693529,0.693529,0.739712,0.303769,0.215248,0.077661,0.019800,0.010000,0.010000,0.990000
0.839032,0.839228,0.839228,0.838484,0.089673,0.021490,0.020630,0.019800,0.838507,0.838862,0.838862,0.837320,0.076479,0.021194,0.020712,0.019800,0.990000,0.010000,0.010000
0.832193,0.834106,0.834106,0.820891,0.057122,0.022776,0.021610,0.019800,0.655763,0.822999,0.822999,0.818423,0.060190,0.030870,0.022495,0.019800,0.990000,0.010000,0.010000
0.669063,0.628003,0.628003,0.773629,0.419760,0.319912,0.118912,0.019800,0.601803,0.735274,0.735274,0.748373,0.255676,0.157465,0.059416,0.019800,0.010000,0.990000,0.010000
0.826545,0.838279,0.838279,0.837517,0.076565,0.023594,0.020999,0.019800,0.673995,0.817287,0.817287,0.771036,0.028939,0.023884,0.021543,0.019800,0.990000,0.010000,0.010000
0.724958,0.622409,0.622409,0.698187,0.203566,0.174680,0.059802,0.019800,0.761343,0.821837,0.821837,0.807193,0.413631,0.093247,0.048753,0.019800,0.010000,0.010000,0.990000
0.838542,0.701365,0.701365,0.790154,0.194309,0.071655,0.032947,0.019800,0.578658,0.807121,0.807121,0.800089,0.088737,0.047965,0.026231,0.019800,0.010000,0.990000,0.010000
0.834826,0.838985,0.838985,0.838358,0.558296,0.042639,0.029215,0.019800,0.742960,0.585724,0.585724,0.712439,0.422381,0.369304,0.116011,0.019800,0.010000,0.990000,0.010000
0.833187,0.834481,0.834481,0.822927,0.042274,0.021349,0.020837,0.019800,0.829740,0.837584,0.837584,0.835674,0.073884,0.023266,0.021259,0.019800,0.990000,0.010000,0.010000
0.612894,0.825317,0.825317,0.820225,0.052294,0.030065,0.022129,0.019800,0.708823,0.833573,0.833573,0.821069,0.052268,0.026209,0.022760,0.019800,0.990000,0.010000,0.010000
0.740183,0.830170,0.830170,0.826766,0.072722,0.029850,0.022566,0.019800,0.833030,0.838839,0.838839,0.838315,0.063823,0.021916,0.020529,0.019800,0.990000,0.010000,0.010000
0.698600,0.509203,0.509203,0.775268,0.182544,0.152879,0.058262,0.019800,0.825382,0.836244,0.836244,0.833048,0.426761,0.053551,0.034408,0.019800,0.010000,0.010000,0.990000
0.795187,0.837017,0.837017,0.835894,0.062450,0.024797,0.021008,0.019800,0.832155,0.839071,0.839071,0.838782,0.085719,0.023023,0.020666,0.019800,0.990000,0.010000,0.010000
0.805612,0.784811,0.784811,0.730447,0.396124,0.083231,0.079492,0.019800,0.754330,0.811801,0.811801,0.797752,0.077436,0.032781,0.025300,0.019800,0.010000,0.990000,0.010000
0.834784,0.837481,0.837481,0.834240,0.052852,0.021063,0.020572,0.019800,0.819610,0.839057,0.839057,0.838679,0.054469,0.022438,0.020657,0.019800,0.990000,0.010000,0.010000
