0.0085278,-0.11046,-0.029644,-0.10843
0.42355,0.21563,0.11939,-0.12711
0.012995,0.079999,0.062538,0.098679
-0.26518,-0.31797,-0.14863,0.090964
0.23716,0.023147,0.14132,0.053198
0.59086,0.17746,0.19817,-0.058071
-0.092994,0.099898,0.10924,-0.19452
-0.4069,-0.23188,0.027614,-0.1998
0.27939,-0.062131,-0.12711,0.1198
0.43695,0.011777,-0.051979,0.16081
-0.35289,-0.067817,0.015837,-0.21076
-0.61238,0.027614,-0.027614,-0.062131
0.39878,-0.15513,-0.3005,0.26639
0.40934,0.056446,-0.16609,0.12426
-0.35451,0.26721,0.071471,-0.32649
-0.22375,0.19127,0.16203,-0.0089339
0.37116,-0.2404,0.019898,0.34355
0.30741,-0.060913,-0.031675,0.0040609
-0.19736,0.17462,0.21929,-0.050761
-0.024365,-0.039391,0.22497,0.2067
0.15391,-0.15066,-0.051167,0.32162
0.14254,-0.12873,-0.2404,-0.17056
0.11817,0.12508,0.147,-0.25543
0.059695,0.071471,0.19005,0.14091
-0.13969,-0.088933,-0.24609,0.099492
0.052385,-0.057258,-0.095837,-0.31634
0.2867,0.20873,0.2737,-0.28751
-0.047106,0.056852,0.10071,0.36507
-0.12061,-0.21604,-0.40609,0.18599
0.059695,0.047918,-0.12304,-0.28873
0.23675,0.16487,0.15147,-0.2668
0.039391,-0.077157,-0.21766,0.23512
-0.10964,-0.13969,-0.25543,0.24081
-0.0040609,0.060913,-0.057664,-0.20873
0.15391,0.11411,0.19127,-0.049949
0.029238,0.069847,0.004467,0.082436
-0.15472,0.031269,0.01137,0.17787
0.14213,0.08203,0.24568,0.023553
0.25949,0.13685,0.29198,0.060913
-0.0064974,0.17624,0.3005,-0.037766
-0.29401,0.04467,0.076345,-0.16203
0.11452,-0.12792,0.095025,0.17908
0.35939,0.11127,0.01868,0.043045
-0.24243,0.21035,0.048324,-0.14985
-0.47715,-0.021117,-0.011777,-0.15066
0.10477,-0.10802,-0.18802,0.29726
0.38253,0.11492,-0.062538,0.26721
-0.24853,0.18964,0.047512,-0.12548
-0.39797,-0.045076,0.029644,0.069035
0.17705,-0.0085278,-0.18274,0.050761
0.45807,-0.016244,0.028832,0.053604
0.03005,-0.075938,0.052385,0.036548
-0.26396,-0.1604,-0.12061,0.077157
0.16,-0.16771,-0.061725,0.17665
0.24325,-0.12183,0.036142,0.33137
0.068629,-0.21644,0.051979,-0.57583
0.025177,-0.07472,-0.34721,-1.1212
0.011777,0.095837,0.42436,1.1521
0.065786,-0.00934,0.64284,1.0205
0.1064,-0.11939,-0.91898,-2.0438
0.07472,0.61035,-0.74273,-0.6534
-0.16934,0.2335,1.5468,2.7598
-0.11736,-1.1833,0.68426,-0.0032487
0.064974,-0.025584,-2.2818,-2.6347
-0.12711,1.866,0.066192,0.77806
0.024365,-0.45644,2.0203,1.896
0.61197,-1.9854,-0.92141,-1.0583
-0.43776,1.5387,-1.7982,-0.97867
-1.3324,1.6625,1.057,1.2373
1.1468,-1.8278,1.3628,-0.15675
1.6211,-1.0331,-1.2483,-0.58802
-1.8449,1.8501,-0.081218,1.3226
-1.133,0.26599,1.2418,-0.29523
2.6375,-1.587,-0.36426,-1.6706
0.61116,0.44751,-0.23716,0.89542
-2.2696,0.63065,0.77319,1.4416
0.34883,-0.91167,-0.40568,-1.6536
1.7108,0.095025,-0.89867,-1.1375
-0.56284,0.7468,0.89745,1.7653
-0.68263,-0.9669,0.41137,0.82517
0.95674,-0.46456,-1.2585,-1.5833
-0.28345,1.4505,-0.26396,-0.47472
-0.69888,0.019086,1.3076,1.4635
1.2382,-1.4964,0.16,0.054822
0.019898,0.33868,-1.5054,-0.98111
-1.5967,1.6138,-0.051573,0.095025
0.40446,-0.48203,1.1655,0.71268
1.5456,-1.5419,-0.2201,-0.16487
-0.78659,0.57908,-1.0729,-0.4203
-1.3332,1.0591,0.11289,0.23106
1.0684,-0.65055,0.79309,0.022741
1.0968,-0.7602,-0.21238,-0.32649
-0.92547,0.53441,-0.45604,-0.12426
-0.64487,0.48812,0.26314,0.16609
1.0505,-0.42802,0.26883,-0.27776
0.32,-0.089745,-0.15716,0.019898
-0.65908,0.35898,0.036954,0.5803
0.19533,-0.023553,0.034517,-0.04467
0.46456,-0.080405,-0.2469,-0.55269
-0.14172,0.27248,0.11249,0.17584
-0.13888,0.019898,0.40446,0.67735
0.42314,-0.1998,-0.0016244,-0.37766
-0.0032487,0.31959,-0.35898,-0.5271
-0.35451,0.35695,0.26518,0.51736
0.31512,-0.24,0.45685,0.53847
0.29888,-0.31634,-0.086903,-0.48487
-0.36101,0.16081,-0.17218,-0.43939
-0.024365,0.147,0.27817,0.45563
0.53319,-0.48812,0.20183,0.1933
-0.045888,-0.29523,-0.32406,-0.46863
-0.31553,0.43533,-0.045482,-0.33462
0.16244,0.0016244,0.23594,0.27776
0.34761,-0.50923,0.028832,0.33868
-0.082842,0.051573,-0.33624,0.012589
-0.2733,0.57989,0.03736,0.010558
0.15837,-0.13766,0.37726,0.15756
0.23106,-0.51614,-0.14579,0.23025
-0.14376,0.31066,-0.3338,0.036548
-0.33218,0.41786,-0.01868,-0.25259
0.070253,-0.22497,0.17015,-0.14944
0.21401,-0.30294,-0.11289,0.1401
-0.20792,0.3204,-0.23634,0.14782
-0.30944,0.20548,0.044264,-0.0467
0.16893,-0.095837,0.18274,-0.36548
0.33502,-0.017868,0.077563,-0.12142
-0.11249,-0.05401,0.070659,0.29482
0.017868,0.10883,0.0077157,-0.049543
0.21441,0.13645,-0.10396,-0.41096
0.068629,0.048324,0.0012183,-0.012995
0.069441,-0.26964,0.097055,0.46416
0.067004,-0.039797,-0.19046,0.074314
-0.051167,0.33259,-0.19573,-0.18558
0.0097461,0.097461,0.10396,0.12589
0.23837,-0.16447,0.22782,0.33787
-0.058883,-0.026396,0.073502,0.012589
-0.31594,0.43736,-0.17746,-0.28629
0.045482,0.098679,0.2469,0.14294
0.20264,-0.3135,0.33462,0.31391
-0.19086,0.026396,-0.14132,-0.062131
-0.19858,0.29523,-0.21238,-0.29157
